,location_key,date,daily_confirmed,daily_tested,daily_deceased,daily_persons_vaccinated,daily_persons_fully_vaccinated,daily_vaccine_doses_administered,population,daily_cases_pervalence,daily_vaccine_doses_pervalence,daily_tested_pervalence,daily_death_rate
456,Bangladesh,1642464000000,10888.0,37830.0,4.0,1081317.0,323823.0,1461968.0,164689383.0,6.61123e-05,0.0088771235,0.0002297052,0.0003673769
457,Bangladesh,1642550400000,11434.0,41292.0,12.0,930700.0,312234.0,1318475.0,164689383.0,6.94277e-05,0.0080058288,0.0002507265,0.0010495015
458,Bangladesh,1642636800000,9614.0,40134.0,17.0,1103695.0,329987.0,1518793.0,164689383.0,5.83766e-05,0.009222167,0.0002436951,0.0017682546
459,Bangladesh,1642723200000,10906.0,34311.0,14.0,0.0,0.0,0.0,164689383.0,6.62216e-05,0.0,0.0002083377,0.001283697
460,Bangladesh,1642809600000,14828.0,34854.0,15.0,977259.0,367599.0,1423377.0,164689383.0,9.00362e-05,0.0086427976,0.0002116348,0.0010115997
461,Bangladesh,1642896000000,16033.0,45807.0,18.0,0.0,0.0,0.0,164689383.0,9.7353e-05,0.0,0.0002781418,0.0011226845
462,Bangladesh,1642982400000,15527.0,49492.0,17.0,611799.0,370395.0,1069058.0,164689383.0,9.42805e-05,0.0064913596,0.0003005172,0.001094867
463,Bangladesh,1643068800000,15807.0,49073.0,15.0,688005.0,365286.0,1119638.0,164689383.0,9.59807e-05,0.0067984832,0.0002979731,0.0009489467
464,Bangladesh,1643155200000,15440.0,49425.0,20.0,737025.0,602999.0,1414487.0,164689383.0,9.37522e-05,0.0085888172,0.0003001104,0.0012953368
465,Bangladesh,1643241600000,10378.0,46268.0,21.0,0.0,0.0,0.0,164689383.0,6.30156e-05,0.0,0.000280941,0.0020235113
466,Bangladesh,1643328000000,12183.0,33373.0,34.0,0.0,0.0,0.0,164689383.0,7.39756e-05,0.0,0.0002026421,0.002790774
467,Bangladesh,1643414400000,13501.0,43006.0,31.0,0.0,0.0,0.0,164689383.0,8.19786e-05,0.0,0.000261134,0.0022961262
468,Bangladesh,1643500800000,13154.0,45358.0,31.0,0.0,0.0,0.0,164689383.0,7.98716e-05,0.0,0.0002754154,0.0023566976
469,Bangladesh,1643587200000,12193.0,45093.0,36.0,0.0,0.0,0.0,164689383.0,7.40363e-05,0.0,0.0002738064,0.0029525137
470,Bangladesh,1643673600000,11596.0,44451.0,33.0,0.0,0.0,0.0,164689383.0,7.04113e-05,0.0,0.0002699081,0.0028458089
471,Bangladesh,1643760000000,9052.0,44843.0,30.0,0.0,0.0,0.0,164689383.0,5.49641e-05,0.0,0.0002722883,0.0033141847
472,Bangladesh,1643846400000,8359.0,39445.0,36.0,0.0,0.0,0.0,164689383.0,5.07562e-05,0.0,0.0002395115,0.0043067353
473,Bangladesh,1643932800000,8345.0,35074.0,29.0,0.0,0.0,0.0,164689383.0,5.06711e-05,0.0,0.0002129706,0.0034751348
474,Bangladesh,1644019200000,9369.0,38821.0,38.0,0.0,0.0,0.0,164689383.0,5.68889e-05,0.0,0.0002357225,0.0040559291
475,Bangladesh,1644105600000,8354.0,44471.0,43.0,0.0,0.0,0.0,164689383.0,5.07258e-05,0.0,0.0002700296,0.0051472349
476,Bangladesh,1644192000000,8016.0,41698.0,33.0,0.0,0.0,0.0,164689383.0,4.86734e-05,0.0,0.0002531918,0.0041167665
477,Bangladesh,1644278400000,7264.0,42564.0,41.0,0.0,0.0,0.0,164689383.0,4.41073e-05,0.0,0.0002584502,0.0056442731
478,Bangladesh,1644364800000,5268.0,42867.0,27.0,0.0,0.0,0.0,164689383.0,3.19875e-05,0.0,0.00026029,0.0051252847
479,Bangladesh,1644451200000,5023.0,34067.0,20.0,0.0,0.0,0.0,164689383.0,3.04998e-05,0.0,0.0002068561,0.0039816843
480,Bangladesh,1644537600000,4838.0,30448.0,28.0,0.0,0.0,0.0,164689383.0,2.93765e-05,0.0,0.0001848814,0.0057875155
481,Bangladesh,1644624000000,4692.0,32574.0,19.0,0.0,0.0,0.0,164689383.0,2.849e-05,0.0,0.0001977905,0.0040494459
482,Bangladesh,1644710400000,4746.0,34689.0,34.0,0.0,0.0,0.0,164689383.0,2.88179e-05,0.0,0.0002106329,0.0071639275
483,Bangladesh,1644796800000,0.0,0.0,0.0,0.0,0.0,0.0,164689383.0,0.0,0.0,0.0,
484,Bangladesh,1644883200000,0.0,0.0,0.0,0.0,0.0,0.0,164689383.0,0.0,0.0,0.0,
485,Barbados,1642377600000,652.0,0.0,2.0,87.0,109.0,196.0,287371.0,0.0022688441,0.0006820452,0.0,0.0030674847
486,Barbados,1642464000000,0.0,0.0,0.0,72.0,102.0,174.0,287371.0,0.0,0.0006054891,0.0,
487,Barbados,1642550400000,1236.0,0.0,2.0,2.0,8.0,10.0,287371.0,0.0043010603,3.47982e-05,0.0,0.001618123
488,Barbados,1642636800000,549.0,0.0,1.0,7.0,16.0,23.0,287371.0,0.0019104224,8.00359e-05,0.0,0.0018214936
489,Barbados,1642723200000,415.0,0.0,0.0,52.0,38.0,90.0,287371.0,0.0014441262,0.000313184,0.0,0.0
490,Barbados,1642809600000,0.0,0.0,0.0,115.0,119.0,234.0,287371.0,0.0,0.0008142784,0.0,
491,Barbados,1642896000000,626.0,0.0,1.0,86.0,89.0,175.0,287371.0,0.0021783687,0.0006089689,0.0,0.0015974441
492,Barbados,1642982400000,497.0,0.0,1.0,74.0,63.0,137.0,287371.0,0.0017294717,0.0004767356,0.0,0.0020120724
493,Barbados,1643068800000,1646.0,0.0,0.0,113.0,109.0,222.0,287371.0,0.0057277874,0.0007725205,0.0,0.0
494,Barbados,1643155200000,0.0,0.0,1.0,116.0,123.0,239.0,287371.0,0.0,0.0008316775,0.0,
495,Barbados,1643241600000,767.0,0.0,0.0,105.0,89.0,194.0,287371.0,0.0026690237,0.0006750855,0.0,0.0
496,Barbados,1643328000000,0.0,0.0,0.0,0.0,0.0,0.0,287371.0,0.0,0.0,0.0,
497,Barbados,1643414400000,1871.0,0.0,2.0,0.0,0.0,0.0,287371.0,0.0065107474,0.0,0.0,0.0010689471
498,Barbados,1643500800000,0.0,0.0,0.0,0.0,0.0,0.0,287371.0,0.0,0.0,0.0,
499,Barbados,1643587200000,1223.0,0.0,2.0,0.0,0.0,0.0,287371.0,0.0042558226,0.0,0.0,0.001635323
500,Barbados,1643673600000,681.0,0.0,1.0,0.0,0.0,0.0,287371.0,0.002369759,0.0,0.0,0.0014684288
